"ID_ANALISE","COND_ESPECIAL","ORIGEM_PORTO","DESTINO_PORTO","DISTANCIA_AREA_RESTRITA_HISTORICO","TEMPO_AREA_RESTRITA_HISTORICO","CONSUMO_AREA_RESTRITA_HISTORICO","VEREDITO_DISTANCIA","VEREDITO_DURACAO","VEREDITO_CONSUMO","VEREDITO_CONDICAO_ESPECIAL","DISTANCIA_AREA_RESTRITA","TEMPO_AREA_RESTRITA","CONSUMO_AREA_RESTRITA","CARGA_LASTRO","NAVIO","DISTANCIA_PORCENTAGEM","TEMPO_PORCENTAGEM","CONSUMO_PORCENTAGEM"
"10672","275761","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","1","1","104","5.7","7.6","C","1CQ3","0.68707466","-4.3192625","2.0826936"
"10673","275794","SAOL","FAZE","282.1111","23.616667","25.356667","0","0","0","0","164","13.5","14.3","C","6826","-41.866875","-42.836983","-43.604576"
"10674","275795","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","623","66","67.6","C","6826","89.18325","131.48372","136.36076"
"10675","275796","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","1","1","107","10","10.8","C","6826","3.8640976","9.026098","0.92732906"
"10676","275836","SUAP","CHRI","169","13.5","17.9","1","1","1","1","169","13.5","17.9","C","1506","0","0","0"
"10677","275861","COAR","BELM","1157.102","70.29336","38.67143","1","1","1","1","1123","66.8","37.449997","C","1YJC","-2.9471934","-4.9696803","-3.158486"
"10678","275917","MAUS","COAR","235.31624","23.401955","14.880716","1","1","1","1","231","21.25","12","L","20Y4","-1.8342316","-9.19562","-19.358719"
"10679","275921","XARE","MAUS","871.8611","86.91389","85.10917","1","1","1","1","899","97.5","80.1","C","0RRF","3.1127572","12.180006","-5.885583"
"10680","275927","STIA","FAZE","313.33334","30.536667","28.433334","1","1","0","0","316","28.16","34.2","C","1OA6","0.85105896","-7.7829957","20.281363"
"10681","275955","COAR","MAUS","235.30624","14.136591","10.62653","0","0","0","0","13","1","0.58","C","20Y4","-94.47529","-92.926155","-94.54196"
"10682","275962","BELM","MAUS","852.3582","69.99224","37.181194","1","1","0","0","923","73.6","48.629997","L","1YIH","8.2878","5.1545143","30.791914"
"10683","276003","MAUS","COAR","235.31624","23.401955","14.880716","1","1","1","1","234","19.9","14.09","L","1YIH","-0.55934787","-14.964372","-5.3136945"
"10684","276009","FAZE","MAUS","288.3611","26.556526","29.627085","0","0","0","0","735","73.4","80.3","C","17HL","154.88873","176.39157","171.0358"
"10685","276010","SAOL","FAZE","282.1111","23.616667","25.356667","0","0","0","0","207","30.2","17.1","C","17HL","-26.624657","27.875793","-32.56211"
"10686","276012","COAR","BELM","1157.102","70.29336","38.67143","1","1","1","1","1212","83.2","32.82","C","1YLJ","4.7444344","18.361103","-15.13114"
"10687","276053","PGUD","SING","40","2.5","5.17","1","1","1","1","40","2.5","5.17","L","22TQ","0","0","0"
"10688","276055","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","231","22.25","11","L","20Y4","-1.8342316","-4.9224734","-26.078827"
"10689","276057","BELM","MAUS","852.3582","69.99224","37.181194","1","1","1","1","885","69.8","39.4","L","1YJC","3.8295865","-0.2746582","5.9675574"
"10690","276064","BADO","PALR","174","16.844194","8.7329035","1","1","1","1","159","18.5","10.02","C","25R5","-8.620691","9.83013","14.738476"
"10691","276082","SEUS","NYOR","292","27.3","30.7","1","1","1","1","292","27.3","30.7","C","1700","0","0","0"
"10692","276087","GAPA","SUAP","362","31.615","23.8","0","0","1","0","214","19","25.5","C","25AD","-40.883976","-39.901943","7.1428657"
"10693","276088","SAVA","GAPA","454","65.7","44.9","1","1","1","1","454","65.7","44.9","L","25AD","0","0","0"
"10694","276104","COAR","BELM","1157.102","70.29336","38.67143","1","1","0","0","1161","67.6","94.05","C","1YIH","0.33687353","-3.8316011","143.2028"
"10695","276133","JACK","SAVA","119","14","11.2","1","1","1","1","119","14","11.2","C","25AD","0","0","0"
"10696","276148","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","1","1","105","10","11.5","C","25DB","1.9227147","9.026098","7.468915"
"10697","276149","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","1","1","105","6.3","7.2","C","25DB","1.655221","5.7524085","-3.290087"
"10698","276178","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","599","60.6","56.89","C","1OA6","81.895294","112.54413","98.91368"
"10699","276201","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","1","1","105","6.3","6.4","C","25DB","1.655221","5.7524085","-14.03563"
"10700","276202","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","0","0","105","9.1","14.7","C","25DB","1.9227147","-0.7862389","37.373306"
"10701","276204","MAUS","COAR","235.31624","23.401955","14.880716","0","0","0","0","1116","90.8","52.649998","L","1YJC","374.25543","288.0018","253.8136"
"10702","276254","COAR","MAUS","235.30624","14.136591","10.62653","0","0","0","0","13","0.75","0.44","C","20Y4","-94.47529","-94.69462","-95.85942"
"10703","276275","BELM","MAUS","852.3582","69.99224","37.181194","0","0","1","0","1063","90.2","35.88","L","1YLJ","24.712826","28.87143","-3.4996033"
"10704","276276","MAUS","COAR","236.76471","23.310589","14.2658825","1","1","0","0","236","22.5","9.93","C","1YLJ","-0.32298565","-3.477341","-30.393368"
"10705","276283","MACE","BELM","79","6.968","5.9539995","1","1","0","0","88","5.91","7.4","C","17MJ","11.392403","-15.183699","24.286211"
"10706","276294","CHRI","SNOS","147","10.5","14.1","1","1","1","1","147","10.5","14.1","L","1506","0","0","0"
"10707","276307","COAR","BELM","1157.102","70.29336","38.67143","1","1","1","1","1124","66.5","37.35","C","1YJC","-2.8607726","-5.396467","-3.4170687"
"10708","276321","BELM","MAUS","852.3582","69.99224","37.181194","1","1","0","0","917","72.6","48.39","L","1YIH","7.5838804","3.725779","30.146431"
"10709","276324","MAUS","SAOL","885.4286","61.56857","52.25714","1","1","1","1","876","55","51.7","L","6826","-1.0648608","-10.668707","-1.0661542"
"10710","276365","PALR","RNDE","156.90805","15.968277","7.6451726","1","1","0","0","159","16","5.5","L","25R5","1.3332367","0.19866228","-28.05918"
"10711","276398","SING","TAPE","11.555555","1.1922221","0.89666665","0","0","0","0","16","1.5","1.9","C","6276","38.46154","25.815487","111.89592"
"10712","276399","TAPE","PGUD","50","5.3","7","1","1","1","1","50","5.3","7","C","6276","0","0","0"
"10713","276415","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","231","23.67","20.810001","L","20Y4","-1.8342316","1.1453986","39.845432"
"10714","276506","SUAP","FAZE","194.72223","17.168333","19.551668","1","1","0","0","168","13.8","15.3","C","1CQ3","-13.723254","-19.619453","-21.745808"
"10715","276508","FAZE","MAUS","288.3611","26.556526","29.627085","0","0","0","0","720","71.5","82.89","C","1CQ3","149.68694","169.23701","179.77779"
"10716","276539","BADO","PALR","174","16.844194","8.7329035","1","0","1","0","159","13.2","7.7","C","25R5","-8.620691","-21.634722","-11.827725"
"10717","276543","ITAC","SUAP","830.6667","57.024998","60.845","0","0","0","0","615","26","38.7","C","25DB","-25.963085","-54.405964","-36.39576"
"10718","276544","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","1","1","105","6.1","6.1","C","25DB","1.655221","2.395177","-18.065208"
"10719","276550","PGUD","TAPE","37","3","3.9","1","1","1","1","37","3","3.9","L","6276","0","0","0"
"10720","276577","COAR","MAUS","235.30624","14.136591","10.62653","0","0","0","0","13","0.75","2.44","C","20Y4","-94.47529","-94.69462","-77.0386"
"10721","276607","MAUS","COAR","235.31624","23.401955","14.880716","1","1","1","1","233","20.2","13.990001","L","1YIH","-0.9843111","-13.682419","-5.985701"
"10722","276611","COAR","BELM","1157.102","70.29336","38.67143","1","1","1","1","1160","68.3","44.57","C","1YIH","0.2504468","-2.8357685","15.253043"
"10723","276635","BELM","MAUS","852.3582","69.99224","37.181194","0","0","1","0","1075","91.9","35.86","L","1YLJ","26.120686","31.30027","-3.5533905"
"10724","276636","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","237","22.4","9.52","L","1YLJ","0.7155299","-4.2815027","-36.024582"
"10725","276639","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","231","22","11","L","20Y4","-1.8342316","-5.9907618","-26.078827"
"10726","276642","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","0","0","103","8.5","13","C","1HZQ","-0.018668175","-7.327813","21.486605"
"10727","276666","SUAP","HOUS","208.8","17.6","22.399998","1","1","0","0","223","19.4","14","L","9778","6.800759","10.2272625","-37.499992"
"10728","276667","HOUS","FREE","52.5","4.35","5.35","1","1","1","1","56","4.7","6","L","9778","6.666672","8.045971","12.149536"
"10729","276670","BELM","MAUS","852.3582","69.99224","37.181194","1","1","1","1","885","71","38.45","L","1YJC","3.8295865","1.4398098","3.412497"
"10730","276696","SUAP","FAZE","194.72223","17.168333","19.551668","1","0","0","0","172","12.9","15","C","17MJ","-11.669045","-24.861664","-23.280203"
"10731","276697","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","0","0","105","9.5","21","C","17MJ","1.9227147","3.5748005","96.24759"
"10732","276698","BELM","SUAP","77.78571","6.444286","6.313571","0","0","0","0","55","4","5","L","17MJ","-29.292929","-37.929504","-20.805513"
"10733","276745","ITAC","SUAP","802","54.059998","54.329998","1","1","1","1","927","61","52","L","1OA6","15.586031","12.837589","-4.288602"
"10734","276813","FLZA","BELM","79.77778","5.9744444","6.614445","1","1","1","1","74","6.8","6.57","C","24IQ","-7.24234","13.818121","-0.67194104"
"10735","276814","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","240","23","19.7","L","1VZ2","1.9904137","-1.7176092","32.3861"
"10736","276816","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","224","21.9","10.700001","L","1YJC","-4.8089504","-6.418073","-28.094852"
"10737","276817","COAR","BELM","1157.102","70.29336","38.67143","1","1","1","1","1124","69.7","33.65","C","1YJC","-2.8607726","-0.844121","-12.984848"
"10738","276818","PALR","BADO","175","15.405262","6.8063154","1","0","0","0","175","21","12.5","L","25R5","0","36.317062","83.65296"
"10739","276820","BELM","MAUS","852.3582","69.99224","37.181194","1","1","1","1","925","71.6","44.49","L","1YIH","8.522451","2.2970557","19.657267"
"10740","276821","MAUS","COAR","235.31624","23.401955","14.880716","1","1","1","1","233","19.9","13.56","L","1YIH","-0.9843111","-14.964372","-8.875352"
"10741","276867","SING","SIKK","18","1.17","5","0","0","0","0","291","25.3","38.949997","L","22TQ","1516.6666","2062.393","678.99994"
"10742","276872","SEUS","NYOR","42","4.5","4.67","1","1","1","1","42","4.5","4.67","C","20MG","0","0","0"
"10743","278795","BELM","MAUS","852.3582","69.99224","37.181194","1","1","0","0","917","71.1","46.109997","L","1YIH","7.5838804","1.5826821","24.014294"
"10744","278796","MAUS","COAR","235.31624","23.401955","14.880716","1","1","1","1","232","20","13.08","L","1YIH","-1.4092684","-14.537054","-12.1010065"
"10745","278801","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","0","0","105","5.2","4.6","C","25DB","1.655221","-12.712306","-38.21311"
"10746","278802","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","1","1","103","9","8.89","C","25DB","-0.018668175","-1.8765092","-16.921854"
"10747","278838","P-35","P-38","90","18.5","18","0","0","0","0","8","1","1","C","26OJ","-91.111115","-94.59459","-94.44444"
"10748","278885","XARE","MAUS","871.8611","86.91389","85.10917","1","1","0","0","881","90.58","141.75","C","0YF4","1.0482073","4.2181015","66.550804"
"10749","278905","RIOA","LBEA","320","28.3","74","1","1","1","1","320","28.3","74","C","1UA4","0","0","0"
"10750","278909","COAR","BELM","1157.102","70.29336","38.67143","1","1","1","1","1297","82.5","32.53","C","1YLJ","12.090373","17.365288","-15.88105"
"10751","278913","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","230","21.75","11","L","20Y4","-2.259189","-7.059044","-26.078827"
"10752","278927","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","1","1","109","9","9.7","C","1OA6","5.8054805","-1.8765092","-9.352308"
"10753","278958","PALR","RNDE","156.90805","15.968277","7.6451726","1","1","0","0","145","18.5","5","L","25R5","-7.5891914","15.854704","-34.59925"
"10754","278960","ITAC","SNOS","386","32","39.8","1","1","1","1","386","32","39.8","L","09XB","0","0","0"
"10755","278973","TDAI","FAZE","326","24","34.3","1","0","0","0","300","31.3","48","C","0W5S","-7.975459","30.416668","39.941692"
"10756","278980","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","600","67.6","112.85","C","0W5S","82.19895","137.09546","294.57565"
"10757","278987","BADO","PALR","174","16.844194","8.7329035","0","1","1","0","126","15","9.72","C","1VZ2","-27.58621","-10.9485445","11.303186"
"10758","278990","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","223","21","11.8","L","1YJC","-5.2339077","-10.263908","-20.702744"
"10759","278992","BELM","MAUS","852.3582","69.99224","37.181194","1","1","1","1","884","76.3","40.2","L","1YJC","3.7122607","9.012091","8.119178"
"10760","279034","BELM","SAOL","84.92857","6.8732142","7.1921434","0","0","0","0","30","4.5","4.2","C","17HL","-64.6762","-34.528446","-41.602943"
"10761","279056","COAR","BELM","1157.102","70.29336","38.67143","1","1","1","1","1153","65.9","40.63","C","1YIH","-0.35451055","-6.2500296","5.0646544"
"10762","279100","BELM","SALV","79","6.5959997","6.725","1","0","0","0","66","5","5.2","L","1CQ3","-16.455698","-24.196482","-22.67658"
"10763","279101","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","1","1","104","8.5","10.8","C","1CQ3","0.9520173","-7.327813","0.92732906"
"10764","279102","SUAP","FAZE","194.72223","17.168333","19.551668","0","0","0","0","317","31","33.63","C","1CQ3","62.795998","80.565","72.00578"
"10765","279108","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","596","58.25","69","C","1HZM","80.98429","104.301926","141.25583"
"10766","279111","SUAP","BELM","80.23333","6.117333","5.969333","1","1","0","0","81","5.3","4.3","C","6826","0.9555459","-13.360935","-27.965153"
"10767","279129","MAUS","ARAP","901","56","45.3","1","1","1","1","901","56","45.3","C","0RRF","0","0","0"
"10768","279174","BELM","MAUS","852.3582","69.99224","37.181194","0","0","1","0","1077","93.8","37.32","L","1YLJ","26.355326","34.01486","0.3733158"
"10769","279175","MAUS","COAR","236.76471","23.310589","14.2658825","1","1","0","0","238","23.1","9.77","C","1YLJ","0.5217433","-0.90340376","-31.514925"
"10770","279185","COAR","BELM","1157.102","70.29336","38.67143","1","1","1","1","1126","66","35.649998","C","1YJC","-2.687925","-6.1077714","-7.813084"
"10771","279241","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","0","0","98","4.8","5.79","C","25DB","-5.1217976","-19.426739","-22.22911"
"10772","279245","FAZE","MAUS","288.3611","26.556526","29.627085","0","0","0","0","729","66","103.4","C","0441","152.80803","148.52647","249.00499"
"10773","279298","MAUS","ITAC","103.29032","5.9573116","7.444945","1","0","1","0","107","7.3","7.29","C","1OA6","3.5915017","22.538494","-2.0812094"
"10774","279336","MAUS","COAR","235.31624","23.401955","14.880716","1","1","1","1","233","20.1","13.2699995","L","1YIH","-0.9843111","-14.109736","-10.824192"
"10775","279351","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","0","0","110","9.6","17.57","C","0W5S","6.776178","4.665065","64.19381"
"10776","279354","BELM","MAUS","852.3582","69.99224","37.181194","1","1","1","1","929","74.8","42.39","L","1YIH","8.99173","6.868994","14.009249"
"10777","279393","ITAC","SAOL","814.64703","53.63176","51.88353","1","0","1","0","944","64.67","57.1","L","1OA6","15.878403","20.581532","10.054195"
"10778","279399","STIA","FAZE","313.33334","30.536667","28.433334","1","0","0","0","321","40.85","36.7","C","09XB","2.4468064","33.7736","29.073858"
"10779","279400","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","601","78.6","84.1","C","09XB","82.502625","175.67606","194.05238"
"10780","279413","COAR","BELM","1157.102","70.29336","38.67143","1","1","1","1","1299","80.3","31.32","C","1YLJ","12.263214","14.235544","-19.009977"
"10781","279443","PALR","RNDE","156.90805","15.968277","7.6451726","1","1","0","0","138","14","6.07","L","1VZ2","-12.050402","-12.326169","-20.603489"
"10782","279445","ITAC","SALV","819.7143","51.414284","58.225716","1","1","0","0","952","57.4","85.2","L","25DB","16.13803","11.642134","46.32709"
"10783","279449","PALR","RNDE","156.90805","15.968277","7.6451726","1","0","0","0","129","11","4","L","1WPJ","-17.786247","-31.113422","-47.6794"
"10784","279473","BAGA","STIA","54","2.23","2","1","1","1","1","54","2.23","2","C","1HZQ","0","0","0"
"10785","279488","COAR","BELM","1157.102","70.29336","38.67143","1","1","0","0","1155","65.5","46.55","C","1YIH","-0.18166304","-6.8190756","20.373106"
"10786","279533","BELM","MAUS","852.3582","69.99224","37.181194","1","1","1","1","884","74.8","39.85","L","1YJC","3.7122607","6.868994","7.1778297"
"9992","291925","P-75","STIA","5","1","2.5","1","1","1","1","5","1","2.5","C","1421","0","0","0"
"9993","291956","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","1","1","101","6.38","6","C","25DB","-2.2173643","7.095289","-19.408405"
"9994","291962","COAR","BELM","1157.102","70.29336","38.67143","1","1","0","0","1312","79.9","58.43","C","1YIH","13.386715","13.666498","51.09346"
"9995","292033","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","612","56.5","74.5","C","1HZQ","85.84294","98.16409","160.48636"
"9996","292060","SAOL","MAUS","830.75","69.49","52.6825","1","0","0","0","687","38","40.5","L","1WPJ","-17.30364","-45.315872","-23.124372"
"9997","292072","COAR","MAUS","235.30624","14.136591","10.62653","0","0","0","0","0","0.45","1","C","20Y4","-100","-96.81677","-90.58959"
"9998","292115","SUAP","HOUS","208.8","17.6","22.399998","1","0","1","0","206","14","22.3","L","9778","-1.3409972","-20.45455","-0.4464209"
"9999","292116","MAUS","COAR","236.76471","23.310589","14.2658825","1","1","1","1","220","21","15.5","C","1WPJ","-7.0807457","-9.912187","8.650827"
"10000","292220","BADO","PALR","174","16.844194","8.7329035","1","0","1","0","154","20.67","9.3","C","25R5","-11.494255","22.712898","6.493795"
"10001","292288","ITAC","SUAP","802","54.059998","54.329998","1","1","0","0","790","64.5","0","L","0441","-1.4962614","19.311882","-100"
"10002","292289","SUAP","FAZE","194.72223","17.168333","19.551668","0","0","0","0","287","26","4","C","0441","47.389435","51.44161","-79.54138"
"10003","292290","SUAP","FAZE","194.72223","17.168333","19.551668","0","0","0","0","601","69.8","0","C","0441","208.64478","306.56247","-100"
"10004","292295","SNOS","VITR","377","45.5","19.3","1","1","1","1","377","45.5","19.3","C","6714","0","0","0"
"10005","292329","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","0","0","103","6","5.61","C","1CQ3","-0.28107166","0.71656704","-24.646854"
"10006","292339","SUAP","MAUS","752.0789","71.846054","80.90395","1","0","1","0","900","90","69.3","C","0RRF","19.668293","25.26784","-14.342875"
"10007","292397","FLZA","BELM","79.77778","5.9744444","6.614445","1","0","1","0","80","8.4","7.2","C","17HL","0.27855635","40.598846","8.852661"
"10008","292401","ITAC","SUAP","802","54.059998","54.329998","0","1","1","0","610","47","59.5","L","1HZM","-23.940151","-13.059563","9.515929"
"10009","292403","FLZA","BELM","79.77778","5.9744444","6.614445","0","0","0","0","717","57.5","38.3","C","0T2N","798.74646","862.43256","479.0357"
"10010","292404","BELM","SAOL","84.92857","6.8732142","7.1921434","1","1","1","1","83","7","7","C","0T2N","-2.2708178","1.8446326","-2.6715755"
"10011","292472","MAUS","COAR","235.31624","23.401955","14.880716","1","1","1","1","230","23","14","L","20Y4","-2.259189","-1.7176092","-5.9185085"
"10012","292530","COAR","MAUS","235.30624","14.136591","10.62653","0","0","0","0","20","2","2","C","20Y4","-91.500435","-85.85232","-81.17918"
"10013","292559","SALV","SUAP","470.14285","28.245714","36.624287","0","0","0","0","18","1.8","2.1","C","17HL","-96.17138","-93.62735","-94.2661"
"10014","292580","PALR","BADO","175","15.405262","6.8063154","1","0","0","0","154","19.92","8.96","L","25R5","-12","29.30647","31.642448"
"10015","292597","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","0","0","111","7","4.9","C","22I8","7.464087","17.502666","-34.183525"
"10016","292681","MAUS","ITAC","103.29032","5.9573116","7.444945","0","0","0","0","215","16","26.2","C","22I8","108.15115","168.57753","251.91664"
"10017","292695","BADO","PALR","174","16.844194","8.7329035","1","1","1","1","154","19.82","8.92","C","25R5","-11.494255","17.666649","2.1424294"
"10018","292766","BADO","PALR","174","16.844194","8.7329035","0","0","0","0","890","74","41.2","C","25R5","411.49426","339.32053","371.77896"
"10019","292836","ITAC","SAOL","814.64703","53.63176","51.88353","1","1","1","1","778","53.2","51.33","L","1CQ3","-4.4985175","-0.8050442","-1.0668635"
"10020","293117","ITAC","SAOL","814.64703","53.63176","51.88353","1","0","0","0","933","80.5","65.2","L","22I8","14.5281315","50.097633","25.666082"
"10021","293318","ITAC","SAOL","814.64703","53.63176","51.88353","0","0","0","0","207","16.67","17","L","22I8","-74.59022","-68.91767","-67.2343"
"10022","293499","ITAC","SAOL","814.64703","53.63176","51.88353","0","0","0","0","70","4.5","10.4","L","22I8","-91.407326","-91.60945","-79.9551"
"10023","284577","PALR","RNDE","156.90805","15.968277","7.6451726","1","1","0","0","144","14.32","4.9700003","L","1VZ2","-8.226508","-10.322201","-34.991653"
"10024","284593","MAUS","GUAM","991.5","63.190002","70.55","1","1","0","0","875","55.5","51.8","C","0RRF","-11.749876","-12.169653","-26.5769"
"10025","284653","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","1","1","105","11","8.7","C","0T2N","1.9227147","19.928719","-18.69743"
"10026","284673","MAUS","ITAC","103.29032","5.9573116","7.444945","1","1","1","1","105","6","6","C","0T2N","1.655221","0.71656704","-19.408405"
"10027","284693","BELM","FLZA","77.375","5.7875004","7.3374996","1","1","1","1","70","5.5","7.3","C","17HL","-9.531504","-4.967606","-0.5110681"
"10028","284813","COAR","BELM","1157.102","70.29336","38.67143","1","1","1","1","1181","72.7","33.44","C","1YIH","2.0653248","3.4237027","-13.527894"
"10029","284837","SUAP","FAZE","194.72223","17.168333","19.551668","0","0","0","0","235","33","30","C","0W5S","20.68473","92.21435","53.439594"
"10030","284838","FAZE","MAUS","288.3611","26.556526","29.627085","0","0","0","0","705","73.5","100.32","C","0W5S","144.48512","176.76814","238.60907"
"10031","284919","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","239","22.3","9.36","L","1YLJ","1.5654564","-4.7088203","-37.099804"
"10032","284920","BELM","MAUS","852.3582","69.99224","37.181194","0","0","1","0","1076","93.3","36.07","L","1YLJ","26.238","33.300495","-2.9885948"
"10033","285081","BELM","MAUS","852.3582","69.99224","37.181194","0","0","0","0","176","29","18.92","L","20Y4","-79.3514","-58.566833","-49.11406"
"10034","285114","MAUS","COAR","235.31624","23.401955","14.880716","1","1","1","1","235","24.5","12","L","20Y4","-0.1343906","4.6921134","-19.358719"
"10035","285135","COAR","MAUS","235.30624","14.136591","10.62653","1","1","0","0","232","12.75","5.48","C","25R5","-1.4050841","-9.808522","-48.430954"
"10036","285138","ITAC","SAOL","814.64703","53.63176","51.88353","1","1","1","1","797","52","51.8","L","0T2N","-2.1662176","-3.042525","-0.1609981"
"10037","285165","ITAC","SUAP","802","54.059998","54.329998","1","1","0","0","812","46","35.2","L","1YPH","1.2468815","-14.909357","-35.210747"
"10038","287808","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","231","21.8","11.5","L","25R5","-1.8342316","-6.845391","-22.718775"
"10039","287877","CHAG","MAUS","885","72","37.9","1","1","1","1","885","72","37.9","L","1YJC","0","0","0"
"10040","287878","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","221","19.8","10.25","L","1YJC","-6.083828","-15.391684","-31.118906"
"10041","287972","BADO","PALR","174","16.844194","8.7329035","1","1","1","1","173","16","7.04","C","08CK","-0.57471395","-5.011785","-19.385344"
"10042","287973","SUAP","MAUS","872.6667","79.52667","70.31333","1","0","0","0","1004","97.37","37.03","L","28VV","15.049648","22.436916","-47.33574"
"10043","287974","MAUS","COAR","235.31624","23.401955","14.880716","1","1","0","0","235","23.4","9.32","L","28VV","-0.1343906","-0.008356571","-37.368607"
"10044","287975","ITAC","SAOL","814.64703","53.63176","51.88353","0","0","0","0","300","27.4","41.1","L","0W5S","-63.174236","-48.91087","-20.78411"
"10045","287993","COAR","MAUS","235.30624","14.136591","10.62653","1","1","0","0","232","14.2","7.38","C","25R5","-1.4050841","0.4485488","-30.55117"
"10046","288030","COAR","BELM","1157.102","70.29336","38.67143","1","1","0","0","1314","79.2","61.899998","C","1YIH","13.559556","12.670671","60.066486"
"10047","288073","BELM","MAUS","852.3582","69.99224","37.181194","0","0","0","0","550","55","10","L","20Y4","-35.473137","-21.419859","-73.10468"
"10048","288074","MAUS","COAR","235.31624","23.401955","14.880716","0","0","0","0","60","7","2.5","L","20Y4","-74.502396","-70.08797","-83.19973"
"10049","288093","ITAC","SAOL","814.64703","53.63176","51.88353","1","1","1","1","750","47.8","44.7","L","1CQ3","-7.93559","-10.873705","-13.845491"
"10050","288094","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","600","56.9","72","C","1HZQ","82.19895","99.56703","151.7452"
"10051","288113","ITAC","MAUS","103.01923","9.172115","10.700768","1","1","1","1","105","10","11.5","C","17HL","1.9227147","9.026098","7.468915"
"10052","288163","FLZA","ARAP","308","24","26.6","1","1","1","1","308","24","26.6","C","0RRF","0","0","0"
"10053","288178","PALR","RNDE","156.90805","15.968277","7.6451726","1","1","1","1","144","13.61","7.13","L","08CK","-8.226508","-14.768517","-6.7385316"
"10054","288180","MAUS","COAR","235.31624","23.401955","14.880716","1","1","1","1","232","24.17","13.55","L","25R5","-1.4092684","3.2819748","-8.942556"
"10055","288235","BELM","MAUS","852.3582","69.99224","37.181194","0","0","1","0","1073","98.2","36.690002","L","1YIH","25.886036","40.30126","-1.3210773"
"10056","288253","MAUS","CODA","150.25","12.8125","8.1925","1","1","1","1","155","12.1","8.5","L","1YIH","3.1613946","-5.5609703","3.7534356"
"10057","288257","SUAP","HOUS","208.8","17.6","22.399998","1","0","1","0","211","11.83","22.8","L","1M9E","1.0536432","-32.784092","1.7857194"
"10058","288268","PAÇU","ELSE","403","20","48.4","1","1","1","1","403","20","48.4","C","0MD4","0","0","0"
"10059","288318","MAUS","ITAC","103.29032","5.9573116","7.444945","1","0","0","0","99","4.75","11","C","1HZQ","-4.153651","-20.26605","47.75126"
"10060","288365","COAR","MAUS","235.30624","14.136591","10.62653","1","1","0","0","235","15.8","5.96","C","28VV","-0.13014674","11.766696","-43.913956"
"10061","288406","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","605","70.1","58.1","C","17HL","83.717285","145.86377","103.14439"
"10062","288410","SAOL","FAZE","282.1111","23.616667","25.356667","1","1","0","0","307","27.5","31.43","C","1CQ3","8.82237","16.443193","23.951626"
"10063","288411","FAZE","MAUS","288.3611","26.556526","29.627085","0","0","0","0","717","68","77.24","C","1CQ3","148.64658","156.0576","160.70738"
"10064","288433","COAR","BELM","1157.102","70.29336","38.67143","1","1","1","1","1036","69.09","45.08","C","25R5","-10.46598","-1.711911","16.571856"
"10065","288440","FAZE","ITAC","329.31033","28.511724","28.600346","0","0","0","0","629","54.5","47.850002","C","257J","91.00524","91.14944","67.30569"
"10066","288454","SAOL","FAZE","282.1111","23.616667","25.356667","0","0","0","0","643","50.7","58.8","C","1LPY","127.92437","114.67891","131.89168"
"10067","288455","FAZE","MAUS","288.3611","26.556526","29.627085","0","0","0","0","717","72.3","62.9","C","1LPY","148.64658","172.24948","112.30574"
